,link,start,end,video,utterance,arousal,valence,EmotionMaxVote,id
17,https://www.youtube.com/watch?v=Zrx1BfbOysg,0.0,0.6662739322533137,8c56c5ac5,utterance_1.mp4,0.101285536061,-0.345701782852,5,train_id_80
18,https://www.youtube.com/watch?v=Zrx1BfbOysg,1.1659793814432988,2.831664212076583,8c56c5ac5,utterance_2.mp4,0.0962556351496,-0.420727768781,5,train_id_80
19,https://www.youtube.com/watch?v=Zrx1BfbOysg,4.663917525773195,10.410530191458026,8c56c5ac5,utterance_3.mp4,0.228971917322,-0.445180396573,5,train_id_80
20,https://www.youtube.com/watch?v=Zrx1BfbOysg,10.493814432989687,13.575331369661264,8c56c5ac5,utterance_4.mp4,0.192381891118,-0.259251286696,5,train_id_80
21,https://www.youtube.com/watch?v=Zrx1BfbOysg,13.991752577319588,17.489690721649485,8c56c5ac5,utterance_5.mp4,0.145036006893,-0.476546334832,5,train_id_80
22,https://www.youtube.com/watch?v=Zrx1BfbOysg,18.07268041237113,22.986450662739323,8c56c5ac5,utterance_6.mp4,0.154583118367,-0.391777381074,5,train_id_80
23,https://www.youtube.com/watch?v=Zrx1BfbOysg,23.31958762886598,24.31899852724595,8c56c5ac5,utterance_7.mp4,0.151967076644,-0.246855895592,5,train_id_80
24,https://www.youtube.com/watch?v=Zrx1BfbOysg,24.48556701030928,25.734830633284243,8c56c5ac5,utterance_8.mp4,0.0898174527755,-0.421217393561,5,train_id_80
25,https://www.youtube.com/watch?v=Zrx1BfbOysg,26.234536082474225,26.984094256259205,8c56c5ac5,utterance_9.mp4,0.0690685865169,-0.340806132908,5,train_id_80
26,https://www.youtube.com/watch?v=Zrx1BfbOysg,27.400515463917525,29.649189985272457,8c56c5ac5,utterance_10.mp4,0.124766413205,-0.34890805542,4,train_id_80
27,https://www.youtube.com/watch?v=Zrx1BfbOysg,29.73247422680412,34.81281296023564,8c56c5ac5,utterance_11.mp4,0.245231803394,-0.579282817077,1,train_id_80
28,https://www.youtube.com/watch?v=Zrx1BfbOysg,36.14536082474226,39.64329896907216,8c56c5ac5,utterance_12.mp4,0.191231575084,-0.682328613563,5,train_id_80
29,https://www.youtube.com/watch?v=Zrx1BfbOysg,40.22628865979381,44.72363770250368,8c56c5ac5,utterance_13.mp4,0.22422883923,-0.500522839808,5,train_id_80
30,https://www.youtube.com/watch?v=Zrx1BfbOysg,44.890206185567,45.80633284241532,8c56c5ac5,utterance_14.mp4,0.139232466799,-0.379475943489,5,train_id_80
31,https://www.youtube.com/watch?v=Zrx1BfbOysg,46.0561855670103,54.05147275405007,8c56c5ac5,utterance_15.mp4,0.380411277891,-0.437938268842,0,train_id_80
32,https://www.youtube.com/watch?v=Zrx1BfbOysg,54.2180412371134,54.96759941089838,8c56c5ac5,utterance_16.mp4,0.189841282594,-0.304030650186,0,train_id_80
33,https://www.youtube.com/watch?v=Zrx1BfbOysg,55.384020618556704,56.13357879234167,8c56c5ac5,utterance_17.mp4,0.1684559902919999,-0.366381008264,0,train_id_80
34,https://www.youtube.com/watch?v=Zrx1BfbOysg,56.55,60.54764359351988,8c56c5ac5,utterance_18.mp4,0.4072379372860001,-0.45323176396,0,train_id_80
35,https://www.youtube.com/watch?v=Zrx1BfbOysg,61.2139175257732,63.21273932253313,8c56c5ac5,utterance_19.mp4,0.259271858125,-0.3795817540300001,0,train_id_80
36,https://www.youtube.com/watch?v=Zrx1BfbOysg,62.96288659793814,65.46141384388807,8c56c5ac5,utterance_20.mp4,0.249470333277,-0.712417450416,5,train_id_80
37,https://www.youtube.com/watch?v=Zrx1BfbOysg,65.87783505154638,69.54234167893962,8c56c5ac5,utterance_21.mp4,0.195270009833,-0.658494302417,5,train_id_80
38,https://www.youtube.com/watch?v=Zrx1BfbOysg,69.95876288659794,70.79160530191459,8c56c5ac5,utterance_22.mp4,0.289740101998,-0.443513133297,1,train_id_80
39,https://www.youtube.com/watch?v=Zrx1BfbOysg,71.12474226804123,79.95287187039764,8c56c5ac5,utterance_23.mp4,0.59195435547,-0.505298746605,0,train_id_80
40,https://www.youtube.com/watch?v=Zrx1BfbOysg,85.69948453608247,87.61502209131075,8c56c5ac5,utterance_27.mp4,0.130645092496,-0.512250961683,5,train_id_80
41,https://www.youtube.com/watch?v=Zrx1BfbOysg,87.44845360824742,98.02555228276876,8c56c5ac5,utterance_28.mp4,0.194935250914,-0.499032193363,5,train_id_80
42,https://www.youtube.com/watch?v=Y50P3WlXVDk,0.0,3.12707182320442,76eecf968,utterance_1.mp4,0.123479561507,0.665830071665,3,train_id_76
43,https://www.youtube.com/watch?v=Y50P3WlXVDk,3.7941804788213633,12.258121546961323,76eecf968,utterance_2.mp4,0.176658985679,0.6507649529940001,4,train_id_76
44,https://www.youtube.com/watch?v=Y50P3WlXVDk,12.54998158379374,19.179373848987108,76eecf968,utterance_3.mp4,0.0661572419192,0.682171496949,4,train_id_76
45,https://www.youtube.com/watch?v=Y50P3WlXVDk,19.262762430939222,21.222394106814,76eecf968,utterance_4.mp4,0.089934732059,0.461225866227,4,train_id_76
46,https://www.youtube.com/watch?v=Y50P3WlXVDk,21.59764272559853,26.434180478821364,76eecf968,utterance_5.mp4,0.0470916859373,0.617808544766,4,train_id_76
47,https://www.youtube.com/watch?v=Y50P3WlXVDk,26.85112338858196,32.6883241252302,76eecf968,utterance_6.mp4,0.266106586413,0.776974133486,3,train_id_76
48,https://www.youtube.com/watch?v=Y50P3WlXVDk,32.6883241252302,35.48184162062615,76eecf968,utterance_7.mp4,0.0682966890624,0.517389320659,4,train_id_76
49,https://www.youtube.com/watch?v=Y50P3WlXVDk,35.89878453038674,44.98813996316759,76eecf968,utterance_8.mp4,0.277739069585,0.492275101254,4,train_id_76
50,https://www.youtube.com/watch?v=Y50P3WlXVDk,45.53016574585636,50.40839779005525,76eecf968,utterance_9.mp4,0.31172484829,0.576011227945,3,train_id_76
51,https://www.youtube.com/watch?v=Y50P3WlXVDk,50.49178637200737,62.458047882136285,76eecf968,utterance_10.mp4,0.380441644841,0.476878970293,3,train_id_76
52,https://www.youtube.com/watch?v=Y50P3WlXVDk,62.7499079189687,64.33429097605894,76eecf968,utterance_11.mp4,0.195168493726,0.288281365464,4,train_id_76
82,https://www.youtube.com/watch?v=dXLy35Tm9q0,0.0,3.335249042145594,7459327df,utterance_1.mp4,0.365209606469,-0.0587310885545,4,train_id_88
83,https://www.youtube.com/watch?v=dXLy35Tm9q0,3.968946360153256,4.5359386973180085,7459327df,utterance_2.mp4,0.581527306536,0.1553868212599999,4,train_id_88
84,https://www.youtube.com/watch?v=dXLy35Tm9q0,4.669348659003831,9.038524904214558,7459327df,utterance_3.mp4,0.6566907830709999,0.264662283605,4,train_id_88
85,https://www.youtube.com/watch?v=dXLy35Tm9q0,9.338697318007664,11.640019157088124,7459327df,utterance_4.mp4,0.597434104002,-0.24361595568,4,train_id_88
86,https://www.youtube.com/watch?v=dXLy35Tm9q0,12.373773946360153,14.875210727969348,7459327df,utterance_5.mp4,0.584743291963,-0.4907647035230001,0,train_id_88
87,https://www.youtube.com/watch?v=dXLy35Tm9q0,16.109252873563218,17.376647509578547,7459327df,utterance_6.mp4,0.0942973501841,-0.103704552482,1,train_id_88
88,https://www.youtube.com/watch?v=dXLy35Tm9q0,17.74352490421456,18.443927203065133,7459327df,utterance_7.mp4,0.252232769103,0.0,4,train_id_88
